StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);
2016-10-05	12:07:45.275370	1475658465.275370;2016-10-05	12:07:54.290831	1475658474.290831;2016-10-05	12:07:55.291601	1475658475.291601;00:00:01;00:00:10;10;50;44.9281;50;450;0;0;450;450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-10-05	12:07:45.275370	1475658465.275370;2016-10-05	12:07:55.291661	1475658475.291661;2016-10-05	12:07:56.292094	1475658476.292094;00:00:01;00:00:11;10;50;45.3885;50;500;0;0;500;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-10-05	12:07:45.275370	1475658465.275370;2016-10-05	12:07:56.292149	1475658476.292149;2016-10-05	12:07:57.294082	1475658477.294082;00:00:01;00:00:12;10;49.9501;45.7647;50;550;0;0;550;550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-10-05	12:07:45.275370	1475658465.275370;2016-10-05	12:07:57.294128	1475658477.294128;2016-10-05	12:07:58.296437	1475658478.296437;00:00:01;00:00:13;10;50.8982;46.1562;51;601;0;0;601;601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-10-05	12:07:45.275370	1475658465.275370;2016-10-05	12:07:58.296491	1475658478.296491;2016-10-05	12:07:59.296927	1475658479.296927;00:00:01;00:00:14;10;50;46.4304;50;651;0;0;651;651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-10-05	12:07:45.275370	1475658465.275370;2016-10-05	12:07:59.296988	1475658479.296988;2016-10-05	12:08:00.299117	1475658480.299117;00:00:01;00:00:15;10;49.9002;46.6618;50;701;0;0;701;701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-10-05	12:07:45.275370	1475658465.275370;2016-10-05	12:08:00.299153	1475658480.299153;2016-10-05	12:08:01.301473	1475658481.301473;00:00:01;00:00:16;10;49.9002;46.8614;50;751;0;0;751;751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-10-05	12:07:45.275370	1475658465.275370;2016-10-05	12:08:01.301521	1475658481.301521;2016-10-05	12:08:02.302676	1475658482.302676;00:00:01;00:00:17;10;49.9501;47.0429;50;801;0;0;801;801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-10-05	12:07:45.275370	1475658465.275370;2016-10-05	12:08:02.302723	1475658482.302723;2016-10-05	12:08:03.303528	1475658483.303528;00:00:01;00:00:18;10;50;47.2043;50;851;0;0;851;851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-10-05	12:07:45.275370	1475658465.275370;2016-10-05	12:08:03.303578	1475658483.303578;2016-10-05	12:08:04.303946	1475658484.303946;00:00:01;00:00:19;10;50;47.3513;50;901;0;0;901;901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-10-05	12:07:45.275370	1475658465.275370;2016-10-05	12:08:04.303996	1475658484.303996;2016-10-05	12:08:05.306396	1475658485.306396;00:00:01;00:00:20;10;49.9002;47.4764;50;951;0;0;951;951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-10-05	12:07:45.275370	1475658465.275370;2016-10-05	12:08:05.306449	1475658485.306449;2016-10-05	12:08:06.308216	1475658486.308216;00:00:01;00:00:21;10;49.9501;47.5941;50;1001;0;0;1001;1001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-10-05	12:07:45.275370	1475658465.275370;2016-10-05	12:08:06.308279	1475658486.308279;2016-10-05	12:08:07.310546	1475658487.310546;00:00:01;00:00:22;10;49.9002;47.6968;50;1051;0;0;1051;1051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-10-05	12:07:45.275370	1475658465.275370;2016-10-05	12:08:07.310594	1475658487.310594;2016-10-05	12:08:08.311085	1475658488.311085;00:00:01;00:00:23;10;50;47.7968;50;1101;0;0;1101;1101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-10-05	12:07:45.275370	1475658465.275370;2016-10-05	12:08:08.311135	1475658488.311135;2016-10-05	12:08:09.311910	1475658489.311910;00:00:01;00:00:24;10;50;47.8865;50;1151;0;0;1151;1151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-10-05	12:07:45.275370	1475658465.275370;2016-10-05	12:08:09.311955	1475658489.311955;2016-10-05	12:08:10.312936	1475658490.312936;00:00:01;00:00:25;10;50;47.969;50;1201;0;0;1201;1201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-10-05	12:07:45.275370	1475658465.275370;2016-10-05	12:08:10.312981	1475658490.312981;2016-10-05	12:08:11.315558	1475658491.315558;00:00:01;00:00:26;10;50.8982;48.0799;51;1252;0;0;1252;1252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-10-05	12:07:45.275370	1475658465.275370;2016-10-05	12:08:11.315608	1475658491.315608;2016-10-05	12:08:12.317437	1475658492.317437;00:00:01;00:00:27;10;49.9501;48.1473;50;1302;0;0;1302;1302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-10-05	12:07:45.275370	1475658465.275370;2016-10-05	12:08:12.317486	1475658492.317486;2016-10-05	12:08:13.318694	1475658493.318694;00:00:01;00:00:28;10;49.9501;48.2117;50;1352;0;0;1352;1352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2016-10-05	12:07:45.275370	1475658465.275370;2016-10-05	12:08:13.318742	1475658493.318742;2016-10-05	12:08:13.969351	1475658493.969351;00:00:00;00:00:28;10;49.2308;48.2348;32;1384;0;0;1384;1384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
